date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,ol_room,ol_flower,ol_other,ol_goods,ol_total,od_room,od_flower,od_other,od_goods,od_total,w_count,w_food,w_drink,w_room,w_flower,w_total,seat_fee,flower,other,goods,grand_total
2024-08-27,火,59,200000,124950,324950,5507,38,253250,105000,358250,9427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683200
2024-08-28,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29,木,27,172650,41905,214555,7946,5,47400,14335,61735,12347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276290
2024-08-30,金,50,357500,142500,500000,10000,19,159350,58740,218090,11478,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,721390
2024-08-31,土,21,114510,19305,133815,6372,21,252000,63000,315000,15000,4400,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,453215
2024-09-01,日,25,129800,26510,156310,6252,6,50550,26080,76630,12771,6600,0,0,0,6600,3300,3630,0,0,6930,0,0,0,0,0,0,9900,3630,0,0,246470
2024-09-02,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-03,火,14,63140,15015,78155,5582,8,77000,34760,111760,13970,0,0,0,0,0,12100,0,0,0,12100,0,0,0,0,0,0,12100,0,0,0,202015
2024-09-04,水,0,0,0,0,0,10,110000,40000,150000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
2024-09-05,木,13,65890,11495,77385,5952,13,183900,61320,245220,18863,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,329205
2024-09-06,金,14,50600,13310,63910,4565,54,518250,164000,682250,12634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746160
2024-09-07,土,12,68640,11440,80080,6673,12,128920,21450,150370,12530,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,240680
2024-09-08,日,23,99220,19965,119185,5181,6,66990,16324,83314,13885,3300,0,0,0,3300,3300,3630,0,0,6930,0,0,0,0,0,0,6600,3630,0,0,212729
2024-09-09,月,23,112310,13915,126225,5488,11,107250,20185,127435,11585,6600,0,0,0,6600,12100,0,0,0,12100,0,0,0,0,0,0,18700,0,0,0,272360
2024-09-10,火,15,75740,14355,90095,6006,35,350540,116400,466940,13341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557035
2024-09-11,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-12,木,17,76670,11825,88495,5205,19,240000,60000,300000,15789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388495
2024-09-13,金,11,60500,7810,68310,6210,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,74910
2024-09-14,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,598750,138000,0,0,736750,0,0,0,0,736750
2024-09-15,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,359000,135000,0,0,494000,0,0,0,0,494000
2024-09-16,月,36,173800,30195,203995,5666,22,250800,81455,332255,15102,4400,0,0,0,4400,24200,0,0,0,24200,0,0,0,0,0,0,28600,0,0,0,564850
2024-09-17,火,28,128180,22465,150645,5380,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,157245
2024-09-18,水,0,0,0,0,0,61,695000,399000,1094000,17934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094000
2024-09-19,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,金,37,129500,49210,178710,4830,13,161700,29535,191235,14710,0,0,0,0,0,11000,0,0,0,11000,0,0,0,0,0,0,11000,0,0,0,380945
2024-09-21,土,24,124080,25685,149765,6240,36,309650,72820,382470,10624,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,539165
2024-09-22,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,490000,87000,0,0,577000,0,0,0,0,577000
2024-09-23,月,21,106700,14905,121605,5790,6,60500,12540,73040,12173,5500,0,0,0,5500,3300,0,0,0,3300,0,0,0,0,0,0,8800,0,0,0,203445
2024-09-24,火,26,156860,28545,185405,7130,23,278300,74470,352770,15337,0,0,0,0,0,25300,3630,0,0,28930,0,0,0,0,0,0,25300,3630,0,0,567105
2024-09-25,水,0,0,0,0,0,28,252000,84000,336000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336000
2024-09-26,木,0,0,0,0,0,57,513000,171000,684000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684000
2024-09-27,金,23,77300,27625,104925,4561,21,252000,63000,315000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419925
2024-09-28,土,22,129240,19525,148765,6762,23,248985,71819,320804,13948,0,0,0,0,0,13200,9680,0,0,22880,0,0,0,0,0,0,13200,9680,0,0,492449
2024-09-29,日,27,127050,19360,146410,5422,6,57400,14410,71810,11968,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,221520
2024-09-30,月,25,119240,19910,139150,5566,13,143500,35165,178665,13743,3300,0,0,0,3300,3300,0,0,0,3300,0,0,0,0,0,0,6600,0,0,0,324415
2024-10-01,火,12,55100,8525,63625,5302,8,95900,22880,118780,14847,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,189005
2024-10-02,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,木,19,87990,19030,107020,5632,7,80300,23265,103565,14795,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,213885
2024-10-04,金,17,82610,15950,98560,5797,17,153000,51000,204000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302560
2024-10-05,土,20,119900,33440,153340,7667,26,264200,65710,329910,12688,0,0,0,0,0,3300,27480,0,0,30780,0,0,0,0,0,0,3300,27480,0,0,514030
2024-10-06,日,35,194640,34760,229400,6554,28,261200,60785,321985,11499,6600,0,0,0,6600,13970,3630,0,0,17600,0,0,0,0,0,0,20570,3630,0,0,575585
2024-10-07,月,28,106150,87505,193655,6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193655
2024-10-08,火,22,110440,7975,118415,5382,3,43000,8195,51195,17065,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,172910
2024-10-09,水,0,0,0,0,0,46,460000,138000,598000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598000
2024-10-10,木,16,73250,10615,83865,5241,44,541750,132000,673750,15312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757615
2024-10-11,金,31,151360,12540,163900,5287,15,147290,39160,186450,12430,9900,0,0,0,9900,3300,0,0,0,3300,0,0,0,0,0,0,13200,0,0,0,363550
2024-10-12,土,20,124400,19910,144310,7215,28,316250,79145,395395,14121,3300,0,0,0,3300,6600,0,0,0,6600,0,0,0,0,0,0,9900,0,0,0,549605
2024-10-13,日,0,0,0,0,0,107,535000,28600,563600,5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563600
2024-10-14,月,25,145750,15125,160875,6435,16,152900,21780,174680,10917,3300,0,0,0,3300,6600,0,0,0,6600,0,0,0,0,0,0,9900,0,0,0,345455
2024-10-15,火,11,49240,14580,63820,5801,7,89850,14905,104755,14965,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,178805
2024-10-16,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17,木,35,156310,16995,173305,4951,10,89210,11000,100210,10021,11000,0,0,0,11000,6600,3630,0,0,10230,0,0,0,0,0,0,17600,3630,0,0,294745
2024-10-18,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,79740,0,0,0,579740,0,0,500000,0,579740
2024-10-19,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,275000,132000,0,0,907000,0,0,500000,0,907000
2024-10-20,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,217000,102000,0,0,844000,0,0,525000,0,844000
2024-10-21,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000,0,0,200000,0,200000
2024-10-22,火,25,129470,37895,167365,6694,7,66550,30910,97460,13922,8800,0,0,0,8800,6600,7260,0,0,13860,0,0,0,0,0,0,15400,7260,0,0,287485
2024-10-23,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,木,33,150150,22495,172645,5231,9,128700,77715,206415,22935,4400,0,0,0,4400,3300,0,0,0,3300,0,0,0,0,0,0,7700,0,0,0,386760
2024-10-25,金,23,98670,30195,128865,5602,4,136200,42045,178245,44561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307110
2024-10-26,土,7,29590,5940,35530,5075,13,164220,33025,197245,15172,0,0,0,0,0,0,73630,0,0,73630,0,0,0,0,0,0,0,73630,0,0,306405
2024-10-27,日,29,119000,16800,135800,4682,4,28600,4785,33385,8346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169185
2024-10-28,月,17,84010,25385,109395,6435,8,99550,27390,126940,15867,0,0,0,0,0,0,3630,0,0,3630,0,0,0,0,0,0,0,3630,0,0,239965
2024-10-29,火,17,80630,17435,98065,5768,6,63250,14080,77330,12888,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,182325
2024-10-30,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-31,木,32,112520,21780,134300,4196,2,30250,3135,33385,16692,0,0,0,0,0,0,3630,0,0,3630,0,0,0,0,0,0,0,3630,0,0,171315
2024-11-01,金,21,104610,7205,111815,5324,17,199650,46750,246400,14494,2200,0,0,0,2200,14300,3630,0,0,17930,0,0,0,0,0,0,16500,3630,0,0,378345
2024-11-02,土,20,107850,21175,129025,6451,25,227560,54370,281930,11277,5500,0,0,0,5500,6600,7260,0,0,13860,0,0,0,0,0,0,12100,7260,0,0,430315
2024-11-03,日,19,100210,23375,123585,6504,42,436500,126000,562500,13392,8800,0,0,0,8800,0,0,0,0,0,0,0,0,0,0,0,8800,0,0,0,694885
2024-11-04,月,33,175150,44205,219355,6647,12,105050,15455,120505,10042,0,0,0,0,0,3300,0,3630,0,6930,0,0,0,0,0,0,3300,0,3630,0,346790
2024-11-05,火,9,54890,2805,57695,6410,2,26400,9900,36300,18150,0,0,0,0,0,3300,5000,0,0,8300,0,0,0,0,0,0,3300,5000,0,0,102295
2024-11-06,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07,木,15,76230,7480,83710,5580,52,481700,82205,563905,10844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647615
2024-11-08,金,14,63140,2585,65725,4694,2,26400,1650,28050,14025,3300,0,0,0,3300,3300,0,0,0,3300,0,0,0,0,0,0,6600,0,0,0,100375
2024-11-09,土,21,112530,17985,130515,6215,18,233090,54670,287760,15986,6600,0,0,0,6600,3300,0,0,0,3300,0,0,0,0,0,0,9900,0,0,0,428175
2024-11-10,日,7,43010,17435,60445,8635,42,300300,46475,346775,8256,4400,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,411620
2024-11-11,月,13,138250,42300,180550,13888,37,268950,43450,312400,8443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492950
2024-11-12,火,9,56100,8855,64955,7217,2,22550,3960,26510,13255,3300,3630,0,0,6930,0,3630,0,0,3630,0,0,0,0,0,0,3300,7260,0,0,102025
2024-11-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-14,木,4,12320,2035,14355,3588,46,361750,62325,424075,9219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438430
2024-11-15,金,5,29810,2805,32615,6523,10,134420,18755,153175,15317,0,0,0,0,0,7700,3630,0,0,11330,0,0,0,0,0,0,7700,3630,0,0,197120
2024-11-16,土,16,80740,9295,90035,5627,47,282000,6050,288050,6128,6600,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,384685
2024-11-17,日,13,91900,12980,104880,8067,39,278850,39820,318670,8171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423550
2024-11-18,月,18,93800,16640,110440,6135,54,556500,162000,718500,13305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828940
2024-11-19,火,32,121500,42540,164040,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164040
2024-11-20,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-21,木,0,0,0,0,0,57,485150,100415,585565,10273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585565
2024-11-22,金,31,184800,27775,212575,6857,13,139150,19855,159005,12231,0,9130,0,0,9130,6600,7260,0,0,13860,0,0,0,0,0,0,6600,16390,0,0,394570
2024-11-23,土,20,124180,22440,146620,7331,28,270920,67960,338880,12102,0,0,0,0,0,6600,7260,0,0,13860,0,0,0,0,0,0,6600,7260,0,0,499360
2024-11-24,日,0,0,0,0,0,62,15000,122233,137233,2213,0,0,0,0,0,439077,0,0,0,439077,0,0,0,0,0,0,439077,0,0,0,576310
2024-11-25,月,8,50930,3850,54780,6847,5,69300,8140,77440,15488,0,3630,0,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,0,135850
2024-11-26,火,11,61490,7650,69140,6285,32,228800,40200,269000,8406,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,341440
2024-11-27,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-28,木,22,121000,17325,138325,6287,28,228250,51910,280160,10005,0,0,0,0,0,8800,7270,0,0,16070,0,0,0,0,0,0,8800,7270,0,0,434555
2024-11-29,金,16,91960,23045,115005,7187,14,223400,118095,341495,24392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456500
2024-11-30,土,17,105050,21670,126720,7454,19,223100,42610,265710,13984,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,399030
2024-12-01,日,24,223300,39160,262460,10935,29,216150,52170,268320,9252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530780
2024-12-02,月,2,7700,715,8415,4207,2,33000,6875,39875,19937,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,51590
2024-12-03,火,10,50380,6545,56925,5692,17,217800,14300,232100,13652,0,0,0,0,0,3300,0,1210,0,4510,0,0,0,0,0,0,3300,0,1210,0,293535
2024-12-04,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-05,木,9,59510,15675,75185,8353,2,33000,3630,36630,18315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111815
2024-12-06,金,4,20680,2145,22825,5706,25,189100,87085,276185,11047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299010
2024-12-07,土,23,99990,21230,121220,5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,493070,344755,0,0,837825,0,0,0,0,959045
2024-12-08,日,33,143990,41525,185515,5621,26,245190,44935,290125,11158,7700,0,0,0,7700,6600,3630,0,0,10230,0,0,0,0,0,0,14300,3630,0,0,493570
2024-12-09,月,15,83490,27335,110825,7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110825
2024-12-10,火,10,43780,6765,50545,5054,6,69410,22110,91520,15253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142065
2024-12-11,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-12,木,0,0,0,0,0,41,420000,126000,546000,13317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546000
2024-12-13,金,12,62040,27280,89320,7443,5,46970,27170,74140,14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163460
2024-12-14,土,22,121000,25795,146795,6672,33,412350,80915,493265,14947,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,646990
2024-12-15,日,21,104170,22880,127050,6050,9,124300,31460,155760,17306,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,289410
2024-12-16,月,6,29700,9735,39435,6572,4,56100,11275,67375,16843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106810
2024-12-17,火,11,66770,16500,83270,7570,14,129700,82850,212550,15182,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,299120
2024-12-18,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-19,木,8,53900,4950,58850,7356,5,68100,11970,80070,16014,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,142220
2024-12-20,金,20,102740,17435,120175,6008,16,234850,59675,294525,18407,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,424930
2024-12-21,土,16,114400,35200,149600,9350,26,432850,88935,521785,20068,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,677985
2024-12-22,日,23,168300,37620,205920,8953,28,462000,67650,529650,18916,6600,0,0,0,6600,3300,0,0,0,3300,0,0,0,0,0,0,9900,0,0,0,745470
2024-12-23,月,22,159500,21340,180840,8220,24,393000,84425,477425,19892,0,0,0,0,0,15400,0,0,0,15400,0,0,0,0,0,0,15400,0,0,0,673665
2024-12-24,火,19,135850,18040,153890,8099,29,478500,638165,1116665,38505,6600,0,0,0,6600,3300,0,0,0,3300,0,0,0,0,0,0,9900,0,0,0,1280455
2024-12-25,水,14,100100,11825,111925,7994,28,429000,54010,483010,17250,0,0,0,0,0,16500,0,0,0,16500,0,0,0,0,0,0,16500,0,0,0,611435
2024-12-26,木,18,128700,19635,148335,8240,19,301070,52030,353100,18584,3300,0,0,0,3300,6600,0,0,0,6600,0,0,0,0,0,0,9900,0,0,0,511335
2024-12-27,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-28,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-29,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-30,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1708000,0,0,0,1708000,1708000
2025-01-01,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,土,30,194920,35310,230230,7674,29,330000,140910,470910,16238,0,5000,0,0,5000,3300,0,0,0,3300,0,0,0,0,0,0,3300,5000,0,0,709440
2025-01-05,日,17,89870,15180,105050,6179,5,62150,12705,74855,14971,0,0,0,0,0,0,3630,0,0,3630,0,0,0,0,0,0,0,3630,0,0,183535
2025-01-06,月,10,49500,8470,57970,5797,28,363900,118620,482520,17232,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,547090
2025-01-07,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,木,1,3850,770,4620,4620,6,69300,5830,75130,12521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79750
2025-01-10,金,18,106920,13255,120175,6676,4,59400,11605,71005,17751,14300,0,0,0,14300,6600,0,0,0,6600,0,0,0,0,0,0,20900,0,0,0,212080
2025-01-11,土,15,92730,6050,98780,6585,22,235400,57310,292710,13305,0,0,0,0,0,15400,0,0,0,15400,0,0,0,0,0,0,15400,0,0,0,406890
2025-01-12,日,27,116600,20185,136785,5066,9,92950,26840,119790,13310,7700,0,0,0,7700,3300,0,0,0,3300,0,0,0,0,0,0,11000,0,0,0,267575
2025-01-13,月,0,0,0,0,0,8,125400,36025,161425,20178,0,0,0,0,0,0,0,0,0,0,46,196250,148915,30000,0,375165,30000,0,0,0,536590
2025-01-14,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-15,水,60,429000,171000,600000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
2025-01-16,木,8,35860,8140,44000,5500,2,30250,23650,53900,26950,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,101200
2025-01-17,金,7,23210,5335,28545,4077,21,248200,52845,301045,14335,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,332890
2025-01-18,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,249000,51000,0,0,300000,0,0,0,0,300000
2025-01-19,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,264600,77970,9900,0,352470,9900,0,0,0,352470
2025-01-20,月,14,74140,7480,81620,5830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81620
2025-01-21,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-22,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-23,木,36,175800,78410,254210,7061,18,256850,120725,377575,20976,0,0,0,0,0,17600,0,0,0,17600,0,0,0,0,0,0,17600,0,0,0,649385
2025-01-24,金,15,84810,17820,102630,6842,16,212850,47870,260720,16295,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,369950
2025-01-25,土,17,97130,35990,133120,7830,12,124850,33440,158290,13190,4400,0,0,0,4400,6600,0,0,0,6600,0,0,0,0,0,0,11000,0,0,0,302410
2025-01-26,日,10,46420,31900,78320,7832,18,209220,41415,250635,13924,33000,0,0,0,33000,13200,3630,0,0,16830,0,0,0,0,0,0,46200,3630,0,0,378785
2025-01-27,月,12,78650,11000,89650,7470,6,85800,7920,93720,15620,5500,0,0,0,5500,6600,0,0,0,6600,0,0,0,0,0,0,12100,0,0,0,195470
2025-01-28,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-29,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-30,木,14,75240,7315,82555,5896,4,53350,10120,63470,15867,3300,0,0,0,3300,3300,0,0,0,3300,0,0,0,0,0,0,6600,0,0,0,152625
2025-01-31,金,29,140700,25345,166045,5725,15,193800,37945,231745,15449,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,404390
2025-02-01,土,41,205500,36900,242400,5912,12,144650,34155,178805,14900,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,428135
2025-02-02,日,18,93280,5170,98450,5469,17,189750,46200,235950,13879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334400
2025-02-03,月,11,34980,4785,39765,3615,6,78650,12980,91630,15271,0,0,0,0,0,6600,7480,0,0,14080,0,0,0,0,0,0,6600,7480,0,0,145475
2025-02-04,火,30,177300,47705,225005,7500,31,224400,41420,265820,8574,4400,6050,0,0,10450,0,0,0,0,0,0,0,0,0,0,0,4400,6050,0,0,501275
2025-02-05,水,12,62040,13365,75405,6283,7,88220,31515,119735,17105,0,0,0,0,0,3300,11330,0,0,14630,0,0,0,0,0,0,3300,11330,0,0,209770
2025-02-06,木,31,117020,19435,136455,4401,37,264550,65660,330210,8924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466665
2025-02-07,金,30,152000,28015,180015,6000,21,223850,66715,290565,13836,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,477180
2025-02-08,土,34,181650,56950,238600,7017,18,194570,38720,233290,12960,11000,0,0,0,11000,6600,3630,0,0,10230,0,0,0,0,0,0,17600,3630,0,0,493120
2025-02-09,日,56,286000,269760,555760,9924,12,119020,16060,135080,11256,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,701070
2025-02-10,月,23,129360,19360,148720,6466,9,107250,16115,123365,13707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272085
2025-02-11,火,21,99550,34760,134310,6395,16,184140,51810,235950,14746,0,0,0,0,0,6600,3300,0,0,9900,0,0,0,0,0,0,6600,3300,0,0,380160
2025-02-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13,木,8,42020,4070,46090,5761,10,128700,20460,149160,14916,0,0,0,0,0,12100,0,0,0,12100,0,0,0,0,0,0,12100,0,0,0,207350
2025-02-14,金,24,161360,24320,185680,7736,27,215116,88165,303281,11232,0,0,0,0,0,6600,7260,0,0,13860,0,0,0,0,0,0,6600,7260,0,0,502821
