date,weekday,sekki,rank,season,season_pt,weekday_pt,daily_pt,l_count,d_count,grand_total
2023-04-01,土,春分,13,FLOW SEASON,3.00,5.00,3.80,0,0,0
2023-04-02,日,春分,13,FLOW SEASON,3.00,4.00,3.40,0,0,0
2023-04-03,月,春分,13,FLOW SEASON,3.00,2.00,2.60,0,0,0
2023-04-04,火,春分,13,FLOW SEASON,3.00,2.00,2.60,0,0,0
2023-04-05,水,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2023-04-06,木,清明,24,OFF SEASON,1.17,3.00,1.90,0,0,0
2023-04-07,金,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2023-04-08,土,清明,24,OFF SEASON,1.17,5.00,2.70,0,0,0
2023-04-09,日,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2023-04-10,月,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2023-04-11,火,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2023-04-12,水,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2023-04-13,木,清明,24,OFF SEASON,1.17,3.00,1.90,0,0,0
2023-04-14,金,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2023-04-15,土,清明,24,OFF SEASON,1.17,5.00,2.70,0,0,0
2023-04-16,日,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2023-04-17,月,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2023-04-18,火,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2023-04-19,水,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2023-04-20,木,穀雨,16,LOW SEASON,2.50,3.00,2.70,0,0,0
2023-04-21,金,穀雨,16,LOW SEASON,2.50,4.00,3.10,0,0,0
2023-04-22,土,穀雨,16,LOW SEASON,2.50,5.00,3.50,0,0,0
2023-04-23,日,穀雨,16,LOW SEASON,2.50,4.00,3.10,0,0,0
2023-04-24,月,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,0,0
2023-04-25,火,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,0,0
2023-04-26,水,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,0,0
2023-04-27,木,穀雨,16,LOW SEASON,2.50,3.00,2.70,0,18,213140
2023-04-28,金,穀雨,16,LOW SEASON,2.50,4.00,3.10,0,29,352240
2023-04-29,土,穀雨,16,LOW SEASON,2.50,5.00,3.50,22,42,558800
2023-04-30,日,穀雨,16,LOW SEASON,2.50,4.00,3.10,29,32,455130
2023-05-01,月,穀雨,16,LOW SEASON,2.50,2.00,2.30,25,29,419610
2023-05-02,火,穀雨,16,LOW SEASON,2.50,2.00,2.30,23,41,523780
2023-05-03,水,穀雨,16,LOW SEASON,2.50,2.00,2.30,40,35,532680
2023-05-04,木,穀雨,16,LOW SEASON,2.50,3.00,2.70,30,39,562620
2023-05-05,金,立夏,11,FLOW SEASON,3.33,4.00,3.60,24,40,505250
2023-05-06,土,立夏,11,FLOW SEASON,3.33,5.00,4.00,12,20,341200
2023-05-07,日,立夏,11,FLOW SEASON,3.33,4.00,3.60,17,27,410660
2023-05-08,月,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,30,425340
2023-05-09,火,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,26,280360
2023-05-10,水,立夏,11,FLOW SEASON,3.33,2.00,2.80,17,32,644270
2023-05-11,木,立夏,11,FLOW SEASON,3.33,3.00,3.20,0,21,261550
2023-05-12,金,立夏,11,FLOW SEASON,3.33,4.00,3.60,0,42,478240
2023-05-13,土,立夏,11,FLOW SEASON,3.33,5.00,4.00,26,43,579130
2023-05-14,日,立夏,11,FLOW SEASON,3.33,4.00,3.60,22,26,342230
2023-05-15,月,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,22,262910
2023-05-16,火,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,38,489780
2023-05-17,水,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,37,435250
2023-05-18,木,立夏,11,FLOW SEASON,3.33,3.00,3.20,0,22,291950
2023-05-19,金,立夏,11,FLOW SEASON,3.33,4.00,3.60,0,40,455040
2023-05-20,土,立夏,11,FLOW SEASON,3.33,5.00,4.00,22,37,476620
2023-05-21,日,小満,12,FLOW SEASON,3.17,4.00,3.50,7,28,353600
2023-05-22,月,小満,12,FLOW SEASON,3.17,2.00,2.70,0,21,309820
2023-05-23,火,小満,12,FLOW SEASON,3.17,2.00,2.70,28,40,546570
2023-05-24,水,小満,12,FLOW SEASON,3.17,2.00,2.70,0,30,202510
2023-05-25,木,小満,12,FLOW SEASON,3.17,3.00,3.10,0,25,314780
2023-05-26,金,小満,12,FLOW SEASON,3.17,4.00,3.50,28,27,417640
2023-05-27,土,小満,12,FLOW SEASON,3.17,5.00,3.90,22,32,438990
2023-05-28,日,小満,12,FLOW SEASON,3.17,4.00,3.50,30,25,410340
2023-05-29,月,小満,12,FLOW SEASON,3.17,2.00,2.70,0,33,462780
2023-05-30,火,小満,12,FLOW SEASON,3.17,2.00,2.70,0,28,362560
2023-05-31,水,小満,12,FLOW SEASON,3.17,2.00,2.70,0,30,406650
2023-06-01,木,小満,12,FLOW SEASON,3.17,3.00,3.10,0,37,376280
2023-06-02,金,小満,12,FLOW SEASON,3.17,4.00,3.50,0,29,352430
2023-06-03,土,小満,12,FLOW SEASON,3.17,5.00,3.90,20,39,527270
2023-06-04,日,小満,12,FLOW SEASON,3.17,4.00,3.50,23,38,421170
2023-06-05,月,小満,12,FLOW SEASON,3.17,2.00,2.70,0,29,375400
2023-06-06,火,芒種,6,HIGH SEASON,4.17,2.00,3.30,12,25,358200
2023-06-07,水,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,23,257970
2023-06-08,木,芒種,6,HIGH SEASON,4.17,3.00,3.70,0,28,337160
2023-06-09,金,芒種,6,HIGH SEASON,4.17,4.00,4.10,0,22,252190
2023-06-10,土,芒種,6,HIGH SEASON,4.17,5.00,4.50,24,35,469560
2023-06-11,日,芒種,6,HIGH SEASON,4.17,4.00,4.10,27,36,482360
2023-06-12,月,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,25,396830
2023-06-13,火,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,30,398530
2023-06-14,水,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,36,461160
2023-06-15,木,芒種,6,HIGH SEASON,4.17,3.00,3.70,0,34,404460
2023-06-16,金,芒種,6,HIGH SEASON,4.17,4.00,4.10,0,29,320020
2023-06-17,土,芒種,6,HIGH SEASON,4.17,5.00,4.50,29,37,527190
2023-06-18,日,芒種,6,HIGH SEASON,4.17,4.00,4.10,29,25,437110
2023-06-19,月,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,29,318990
2023-06-20,火,芒種,6,HIGH SEASON,4.17,2.00,3.30,33,28,449550
2023-06-21,水,夏至,5,TOP SEASON,4.33,2.00,3.40,0,35,457490
2023-06-22,木,夏至,5,TOP SEASON,4.33,3.00,3.80,0,35,383310
2023-06-23,金,夏至,5,TOP SEASON,4.33,4.00,4.20,0,29,389520
2023-06-24,土,夏至,5,TOP SEASON,4.33,5.00,4.60,30,45,702460
2023-06-25,日,夏至,5,TOP SEASON,4.33,4.00,4.20,29,38,591070
2023-06-26,月,夏至,5,TOP SEASON,4.33,2.00,3.40,0,34,405990
2023-06-27,火,夏至,5,TOP SEASON,4.33,2.00,3.40,0,31,421350
2023-06-28,水,夏至,5,TOP SEASON,4.33,2.00,3.40,0,40,402130
2023-06-29,木,夏至,5,TOP SEASON,4.33,3.00,3.80,0,23,278810
2023-06-30,金,夏至,5,TOP SEASON,4.33,4.00,4.20,0,40,472310
2023-07-01,土,夏至,5,TOP SEASON,4.33,5.00,4.60,37,29,497965
2023-07-02,日,夏至,5,TOP SEASON,4.33,4.00,4.20,29,32,455450
2023-07-03,月,夏至,5,TOP SEASON,4.33,2.00,3.40,0,31,401830
2023-07-04,火,夏至,5,TOP SEASON,4.33,2.00,3.40,0,31,350150
2023-07-05,水,夏至,5,TOP SEASON,4.33,2.00,3.40,0,25,282110
2023-07-06,木,夏至,5,TOP SEASON,4.33,3.00,3.80,0,24,281990
2023-07-07,金,小暑,3,TOP SEASON,4.67,4.00,4.40,0,42,470660
2023-07-08,土,小暑,3,TOP SEASON,4.67,5.00,4.80,45,38,579170
2023-07-09,日,小暑,3,TOP SEASON,4.67,4.00,4.40,24,31,431890
2023-07-10,月,小暑,3,TOP SEASON,4.67,2.00,3.60,0,32,439690
2023-07-11,火,小暑,3,TOP SEASON,4.67,2.00,3.60,0,25,296400
2023-07-12,水,小暑,3,TOP SEASON,4.67,2.00,3.60,0,29,363300
2023-07-13,木,小暑,3,TOP SEASON,4.67,3.00,4.00,0,28,369870
2023-07-14,金,小暑,3,TOP SEASON,4.67,4.00,4.40,0,38,440280
2023-07-15,土,小暑,3,TOP SEASON,4.67,5.00,4.80,19,36,491910
2023-07-16,日,小暑,3,TOP SEASON,4.67,4.00,4.40,39,33,628210
2023-07-17,月,小暑,3,TOP SEASON,4.67,2.00,3.60,17,36,403420
2023-07-18,火,小暑,3,TOP SEASON,4.67,2.00,3.60,0,27,325920
2023-07-19,水,小暑,3,TOP SEASON,4.67,2.00,3.60,0,31,332010
2023-07-20,木,小暑,3,TOP SEASON,4.67,3.00,4.00,0,30,366170
2023-07-21,金,小暑,3,TOP SEASON,4.67,4.00,4.40,0,30,342320
2023-07-22,土,小暑,3,TOP SEASON,4.67,5.00,4.80,33,33,492420
2023-07-23,日,大暑,9,HIGH SEASON,3.67,4.00,3.80,32,27,505060
2023-07-24,月,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,32,410460
2023-07-25,火,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,30,328160
2023-07-26,水,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,26,339690
2023-07-27,木,大暑,9,HIGH SEASON,3.67,3.00,3.40,0,27,294110
2023-07-28,金,大暑,9,HIGH SEASON,3.67,4.00,3.80,0,35,445820
2023-07-29,土,大暑,9,HIGH SEASON,3.67,5.00,4.20,32,30,465380
2023-07-30,日,大暑,9,HIGH SEASON,3.67,4.00,3.80,20,31,484220
2023-07-31,月,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,35,458430
2023-08-01,火,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,27,305890
2023-08-02,水,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,32,339470
2023-08-03,木,大暑,9,HIGH SEASON,3.67,3.00,3.40,0,29,276300
2023-08-04,金,大暑,9,HIGH SEASON,3.67,4.00,3.80,0,27,303560
2023-08-05,土,大暑,9,HIGH SEASON,3.67,5.00,4.20,19,30,453090
2023-08-06,日,大暑,9,HIGH SEASON,3.67,4.00,3.80,15,33,438400
2023-08-07,月,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,40,472960
2023-08-08,火,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,34,416370
2023-08-09,水,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,31,361930
2023-08-10,木,立秋,7,HIGH SEASON,4.00,3.00,3.60,0,30,359110
2023-08-11,金,立秋,7,HIGH SEASON,4.00,4.00,4.00,39,31,501780
2023-08-12,土,立秋,7,HIGH SEASON,4.00,5.00,4.40,38,33,490700
2023-08-13,日,立秋,7,HIGH SEASON,4.00,4.00,4.00,37,38,541240
2023-08-14,月,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,35,420090
2023-08-15,火,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,30,385580
2023-08-16,水,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,25,289490
2023-08-17,木,立秋,7,HIGH SEASON,4.00,3.00,3.60,0,31,325300
2023-08-18,金,立秋,7,HIGH SEASON,4.00,4.00,4.00,0,37,363160
2023-08-19,土,立秋,7,HIGH SEASON,4.00,5.00,4.40,34,35,534600
2023-08-20,日,立秋,7,HIGH SEASON,4.00,4.00,4.00,31,31,477040
2023-08-21,月,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,36,396700
2023-08-22,火,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,30,360920
2023-08-23,水,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,38,430320
2023-08-24,木,処暑,8,HIGH SEASON,3.83,3.00,3.50,0,42,416690
2023-08-25,金,処暑,8,HIGH SEASON,3.83,4.00,3.90,0,32,344750
2023-08-26,土,処暑,8,HIGH SEASON,3.83,5.00,4.30,21,31,459330
2023-08-27,日,処暑,8,HIGH SEASON,3.83,4.00,3.90,16,26,392440
2023-08-28,月,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,35,372810
2023-08-29,火,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,28,348420
2023-08-30,水,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,30,332250
2023-08-31,木,処暑,8,HIGH SEASON,3.83,3.00,3.50,0,29,357460
2023-09-01,金,処暑,8,HIGH SEASON,3.83,4.00,3.90,0,24,293180
2023-09-02,土,処暑,8,HIGH SEASON,3.83,5.00,4.30,33,29,501600
2023-09-03,日,処暑,8,HIGH SEASON,3.83,4.00,3.90,28,30,484150
2023-09-04,月,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,27,410040
2023-09-05,火,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,39,442080
2023-09-06,水,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,28,346960
2023-09-07,木,白露,4,TOP SEASON,4.50,3.00,3.90,0,31,364630
2023-09-08,金,白露,4,TOP SEASON,4.50,4.00,4.30,0,37,392950
2023-09-09,土,白露,4,TOP SEASON,4.50,5.00,4.70,26,27,399720
2023-09-10,日,白露,4,TOP SEASON,4.50,4.00,4.30,33,27,465710
2023-09-11,月,白露,4,TOP SEASON,4.50,2.00,3.50,0,30,297720
2023-09-12,火,白露,4,TOP SEASON,4.50,2.00,3.50,0,18,226400
2023-09-13,水,白露,4,TOP SEASON,4.50,2.00,3.50,0,30,339330
2023-09-14,木,白露,4,TOP SEASON,4.50,3.00,3.90,37,25,348560
2023-09-15,金,白露,4,TOP SEASON,4.50,4.00,4.30,29,37,563680
2023-09-16,土,白露,4,TOP SEASON,4.50,5.00,4.70,25,31,445650
2023-09-17,日,白露,4,TOP SEASON,4.50,4.00,4.30,44,27,423730
2023-09-18,月,白露,4,TOP SEASON,4.50,2.00,3.50,25,31,523710
2023-09-19,火,白露,4,TOP SEASON,4.50,2.00,3.50,0,31,408030
2023-09-20,水,白露,4,TOP SEASON,4.50,2.00,3.50,0,29,295310
2023-09-21,木,白露,4,TOP SEASON,4.50,3.00,3.90,0,32,409190
2023-09-22,金,白露,4,TOP SEASON,4.50,4.00,4.30,0,36,447350
2023-09-23,土,秋分,17,LOW SEASON,2.33,5.00,3.40,20,37,591850
2023-09-24,日,秋分,17,LOW SEASON,2.33,4.00,3.00,35,33,510340
2023-09-25,月,秋分,17,LOW SEASON,2.33,2.00,2.20,0,29,400550
2023-09-26,火,秋分,17,LOW SEASON,2.33,2.00,2.20,0,30,316830
2023-09-27,水,秋分,17,LOW SEASON,2.33,2.00,2.20,0,30,371520
2023-09-28,木,秋分,17,LOW SEASON,2.33,3.00,2.60,0,26,354950
2023-09-29,金,秋分,17,LOW SEASON,2.33,4.00,3.00,0,38,415750
2023-09-30,土,秋分,17,LOW SEASON,2.33,5.00,3.40,19,31,437440
2023-10-01,日,秋分,17,LOW SEASON,2.33,4.00,3.00,28,38,672230
2023-10-02,月,秋分,17,LOW SEASON,2.33,2.00,2.20,0,42,274200
2023-10-03,火,秋分,17,LOW SEASON,2.33,2.00,2.20,0,36,427400
2023-10-04,水,秋分,17,LOW SEASON,2.33,2.00,2.20,0,26,330890
2023-10-05,木,秋分,17,LOW SEASON,2.33,3.00,2.60,0,35,290350
2023-10-06,金,秋分,17,LOW SEASON,2.33,4.00,3.00,0,24,278110
2023-10-07,土,秋分,17,LOW SEASON,2.33,5.00,3.40,11,44,581490
2023-10-08,日,寒露,21,OFF SEASON,1.67,4.00,2.60,37,30,491364
2023-10-09,月,寒露,21,OFF SEASON,1.67,2.00,1.80,30,30,471512
2023-10-10,火,寒露,21,OFF SEASON,1.67,2.00,1.80,0,22,298310
2023-10-11,水,寒露,21,OFF SEASON,1.67,2.00,1.80,0,29,261260
2023-10-12,木,寒露,21,OFF SEASON,1.67,3.00,2.20,36,31,543635
2023-10-13,金,寒露,21,OFF SEASON,1.67,4.00,2.60,0,15,264820
2023-10-14,土,寒露,21,OFF SEASON,1.67,5.00,3.00,25,33,515410
2023-10-15,日,寒露,21,OFF SEASON,1.67,4.00,2.60,34,31,507706
2023-10-16,月,寒露,21,OFF SEASON,1.67,2.00,1.80,0,39,314500
2023-10-17,火,寒露,21,OFF SEASON,1.67,2.00,1.80,0,37,435140
2023-10-18,水,寒露,21,OFF SEASON,1.67,2.00,1.80,0,33,394780
2023-10-19,木,寒露,21,OFF SEASON,1.67,3.00,2.20,0,30,364740
2023-10-20,金,寒露,21,OFF SEASON,1.67,4.00,2.60,0,32,323140
2023-10-21,土,寒露,21,OFF SEASON,1.67,5.00,3.00,27,30,430340
2023-10-22,日,寒露,21,OFF SEASON,1.67,4.00,2.60,38,31,533544
2023-10-23,月,霜降,22,OFF SEASON,1.50,2.00,1.70,0,33,389420
2023-10-24,火,霜降,22,OFF SEASON,1.50,2.00,1.70,0,31,446090
2023-10-25,水,霜降,22,OFF SEASON,1.50,2.00,1.70,0,54,513000
2023-10-26,木,霜降,22,OFF SEASON,1.50,3.00,2.10,0,29,348930
2023-10-27,金,霜降,22,OFF SEASON,1.50,4.00,2.50,0,29,319360
2023-10-28,土,霜降,22,OFF SEASON,1.50,5.00,2.90,28,31,482834
2023-10-29,日,霜降,22,OFF SEASON,1.50,4.00,2.50,25,31,469550
2023-10-30,月,霜降,22,OFF SEASON,1.50,2.00,1.70,0,29,382180
2023-10-31,火,霜降,22,OFF SEASON,1.50,2.00,1.70,0,31,349400
2023-11-01,水,霜降,22,OFF SEASON,1.50,2.00,1.70,0,24,266280
2023-11-02,木,霜降,22,OFF SEASON,1.50,3.00,2.10,0,37,434600
2023-11-03,金,霜降,22,OFF SEASON,1.50,4.00,2.50,22,35,490780
2023-11-04,土,霜降,22,OFF SEASON,1.50,5.00,2.90,27,37,577210
2023-11-05,日,霜降,22,OFF SEASON,1.50,4.00,2.50,31,33,481150
2023-11-06,月,霜降,22,OFF SEASON,1.50,2.00,1.70,0,25,336210
2023-11-07,火,立冬,23,OFF SEASON,1.33,2.00,1.60,0,27,397980
2023-11-08,水,立冬,23,OFF SEASON,1.33,2.00,1.60,0,29,340500
2023-11-09,木,立冬,23,OFF SEASON,1.33,3.00,2.00,0,28,324300
2023-11-10,金,立冬,23,OFF SEASON,1.33,4.00,2.40,0,17,225700
2023-11-11,土,立冬,23,OFF SEASON,1.33,5.00,2.80,20,38,558420
2023-11-12,日,立冬,23,OFF SEASON,1.33,4.00,2.40,29,37,540210
2023-11-13,月,立冬,23,OFF SEASON,1.33,2.00,1.60,0,10,118730
2023-11-14,火,立冬,23,OFF SEASON,1.33,2.00,1.60,0,23,278530
2023-11-15,水,立冬,23,OFF SEASON,1.33,2.00,1.60,0,29,396230
2023-11-16,木,立冬,23,OFF SEASON,1.33,3.00,2.00,0,35,419325
2023-11-17,金,立冬,23,OFF SEASON,1.33,4.00,2.40,0,4,45670
2023-11-18,土,立冬,23,OFF SEASON,1.33,5.00,2.80,12,36,461210
2023-11-19,日,立冬,23,OFF SEASON,1.33,4.00,2.40,26,30,459230
2023-11-20,月,立冬,23,OFF SEASON,1.33,2.00,1.60,0,36,468440
2023-11-21,火,立冬,23,OFF SEASON,1.33,2.00,1.60,0,31,360760
2023-11-22,水,小雪,20,LOW SEASON,1.83,2.00,1.90,0,37,428650
2023-11-23,木,小雪,20,LOW SEASON,1.83,3.00,2.30,28,39,605200
2023-11-24,金,小雪,20,LOW SEASON,1.83,4.00,2.70,0,0,0
2023-11-25,土,小雪,20,LOW SEASON,1.83,5.00,3.10,0,0,0
2023-11-26,日,小雪,20,LOW SEASON,1.83,4.00,2.70,26,32,433060
2023-11-27,月,小雪,20,LOW SEASON,1.83,2.00,1.90,0,32,462760
2023-11-28,火,小雪,20,LOW SEASON,1.83,2.00,1.90,0,25,305920
2023-11-29,水,小雪,20,LOW SEASON,1.83,2.00,1.90,0,30,408100
2023-11-30,木,小雪,20,LOW SEASON,1.83,3.00,2.30,0,14,175470
2023-12-01,金,小雪,20,LOW SEASON,1.83,4.00,2.70,0,46,312770
2023-12-02,土,小雪,20,LOW SEASON,1.83,5.00,3.10,33,38,657170
2023-12-03,日,小雪,20,LOW SEASON,1.83,4.00,2.70,22,26,458520
2023-12-04,月,小雪,20,LOW SEASON,1.83,2.00,1.90,0,32,472290
2023-12-05,火,小雪,20,LOW SEASON,1.83,2.00,1.90,0,20,250350
2023-12-06,水,小雪,20,LOW SEASON,1.83,2.00,1.90,0,25,333490
2023-12-07,木,大雪,2,TOP SEASON,4.83,3.00,4.10,0,25,328840
2023-12-08,金,大雪,2,TOP SEASON,4.83,4.00,4.50,0,25,325690
2023-12-09,土,大雪,2,TOP SEASON,4.83,5.00,4.90,0,38,480230
2023-12-10,日,大雪,2,TOP SEASON,4.83,4.00,4.50,29,36,554000
2023-12-11,月,大雪,2,TOP SEASON,4.83,2.00,3.70,0,25,350440
2023-12-12,火,大雪,2,TOP SEASON,4.83,2.00,3.70,0,38,471320
2023-12-13,水,大雪,2,TOP SEASON,4.83,2.00,3.70,0,0,0
2023-12-14,木,大雪,2,TOP SEASON,4.83,3.00,4.10,0,0,0
2023-12-15,金,大雪,2,TOP SEASON,4.83,4.00,4.50,0,34,436070
2023-12-16,土,大雪,2,TOP SEASON,4.83,5.00,4.90,28,38,666670
2023-12-17,日,大雪,2,TOP SEASON,4.83,4.00,4.50,0,0,0
2023-12-18,月,大雪,2,TOP SEASON,4.83,2.00,3.70,0,31,439410
2023-12-19,火,大雪,2,TOP SEASON,4.83,2.00,3.70,0,33,507910
2023-12-20,水,大雪,2,TOP SEASON,4.83,2.00,3.70,0,33,457310
2023-12-21,木,大雪,2,TOP SEASON,4.83,3.00,4.10,0,37,468930
2023-12-22,金,冬至,1,TOP SEASON,5.00,4.00,4.60,0,34,709540
2023-12-23,土,冬至,1,TOP SEASON,5.00,5.00,5.00,28,37,910610
2023-12-24,日,冬至,1,TOP SEASON,5.00,4.00,4.60,29,38,1213900
2023-12-25,月,冬至,1,TOP SEASON,5.00,2.00,3.80,20,33,908940
2023-12-26,火,冬至,1,TOP SEASON,5.00,2.00,3.80,0,31,336110
2023-12-27,水,冬至,1,TOP SEASON,5.00,2.00,3.80,0,41,524500
2023-12-28,木,冬至,1,TOP SEASON,5.00,3.00,4.20,0,39,415880
2023-12-29,金,冬至,1,TOP SEASON,5.00,4.00,4.60,0,37,408320
2023-12-30,土,冬至,1,TOP SEASON,5.00,5.00,5.00,31,44,634124
2023-12-31,日,冬至,1,TOP SEASON,5.00,4.00,4.60,36,0,214450
2024-01-01,月,冬至,1,TOP SEASON,5.00,2.00,3.80,0,0,0
2024-01-02,火,冬至,1,TOP SEASON,5.00,2.00,3.80,0,37,497360
2024-01-03,水,冬至,1,TOP SEASON,5.00,2.00,3.80,0,32,331490
2024-01-04,木,冬至,1,TOP SEASON,5.00,3.00,4.20,0,37,428020
2024-01-05,金,小寒,18,LOW SEASON,2.17,4.00,2.90,0,29,334120
2024-01-06,土,小寒,18,LOW SEASON,2.17,5.00,3.30,21,32,402482
2024-01-07,日,小寒,18,LOW SEASON,2.17,4.00,2.90,16,38,493660
2024-01-08,月,小寒,18,LOW SEASON,2.17,2.00,2.10,0,20,209230
2024-01-09,火,小寒,18,LOW SEASON,2.17,2.00,2.10,0,22,294660
2024-01-10,水,小寒,18,LOW SEASON,2.17,2.00,2.10,0,16,170790
2024-01-11,木,小寒,18,LOW SEASON,2.17,3.00,2.50,0,24,228530
2024-01-12,金,小寒,18,LOW SEASON,2.17,4.00,2.90,0,23,199650
2024-01-13,土,小寒,18,LOW SEASON,2.17,5.00,3.30,16,27,315020
2024-01-14,日,小寒,18,LOW SEASON,2.17,4.00,2.90,13,22,341900
2024-01-15,月,小寒,18,LOW SEASON,2.17,2.00,2.10,0,0,0
2024-01-16,火,小寒,18,LOW SEASON,2.17,2.00,2.10,0,0,0
2024-01-17,水,小寒,18,LOW SEASON,2.17,2.00,2.10,0,12,131480
2024-01-18,木,小寒,18,LOW SEASON,2.17,3.00,2.50,0,13,131410
2024-01-19,金,小寒,18,LOW SEASON,2.17,4.00,2.90,0,24,276650
2024-01-20,土,大寒,14,FLOW SEASON,2.83,5.00,3.70,11,30,399740
2024-01-21,日,大寒,14,FLOW SEASON,2.83,4.00,3.30,12,24,287550
2024-01-22,月,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,12,153830
2024-01-23,火,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,12,120250
2024-01-24,水,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,0,0
2024-01-25,木,大寒,14,FLOW SEASON,2.83,3.00,2.90,0,0,0
2024-01-26,金,大寒,14,FLOW SEASON,2.83,4.00,3.30,0,0,0
2024-01-27,土,大寒,14,FLOW SEASON,2.83,5.00,3.70,25,40,498388
2024-01-28,日,大寒,14,FLOW SEASON,2.83,4.00,3.30,23,22,355120
2024-01-29,月,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,14,133640
2024-01-30,火,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,30,344600
2024-01-31,水,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,24,271310
2024-02-01,木,大寒,14,FLOW SEASON,2.83,3.00,2.90,0,0,0
2024-02-02,金,大寒,14,FLOW SEASON,2.83,4.00,3.30,0,0,0
2024-02-03,土,大寒,14,FLOW SEASON,2.83,5.00,3.70,24,40,573114
2024-02-04,日,立春,10,HIGH SEASON,3.50,4.00,3.70,27,38,558752
2024-02-05,月,立春,10,HIGH SEASON,3.50,2.00,2.90,0,38,421090
2024-02-06,火,立春,10,HIGH SEASON,3.50,2.00,2.90,0,39,441870
2024-02-07,水,立春,10,HIGH SEASON,3.50,2.00,2.90,0,38,434960
2024-02-08,木,立春,10,HIGH SEASON,3.50,3.00,3.30,0,42,508790
2024-02-09,金,立春,10,HIGH SEASON,3.50,4.00,3.70,0,37,438340
2024-02-10,土,立春,10,HIGH SEASON,3.50,5.00,4.10,29,42,636760
2024-02-11,日,立春,10,HIGH SEASON,3.50,4.00,3.70,31,39,658630
2024-02-12,月,立春,10,HIGH SEASON,3.50,2.00,2.90,41,38,569480
2024-02-13,火,立春,10,HIGH SEASON,3.50,2.00,2.90,0,33,407620
2024-02-14,水,立春,10,HIGH SEASON,3.50,2.00,2.90,0,34,362050
2024-02-15,木,立春,10,HIGH SEASON,3.50,3.00,3.30,0,18,201290
2024-02-16,金,立春,10,HIGH SEASON,3.50,4.00,3.70,0,33,401340
2024-02-17,土,立春,10,HIGH SEASON,3.50,5.00,4.10,30,38,562030
2024-02-18,日,立春,10,HIGH SEASON,3.50,4.00,3.70,26,24,370760
2024-02-19,月,雨水,19,LOW SEASON,2.00,2.00,2.00,0,15,162080
2024-02-20,火,雨水,19,LOW SEASON,2.00,2.00,2.00,0,0,0
2024-02-21,水,雨水,19,LOW SEASON,2.00,2.00,2.00,0,29,364240
2024-02-22,木,雨水,19,LOW SEASON,2.00,3.00,2.40,0,21,223460
2024-02-23,金,雨水,19,LOW SEASON,2.00,4.00,2.80,22,36,536840
2024-02-24,土,雨水,19,LOW SEASON,2.00,5.00,3.20,5,35,446660
2024-02-25,日,雨水,19,LOW SEASON,2.00,4.00,2.80,16,19,282680
