date,weekday,sekki,level,season,season_pt,kf1_constant,weekday_idx,mp_sekki,l_count,d_count,total_count,grand_total
2025-10-19,日,寒露,10,HIGH SEASON,3.50,3.86,4.00,3.59,9,2,11,182500
2025-10-20,月,寒露,10,HIGH SEASON,3.50,3.86,2.00,3.59,7,8,15,165930
2025-10-21,火,寒露,10,HIGH SEASON,3.50,3.86,2.00,3.59,2,6,8,201630
2025-10-22,水,寒露,10,HIGH SEASON,3.50,3.86,2.00,3.59,2,4,6,97680
2025-10-23,木,霜降,12,FLOW SEASON,3.17,3.86,3.00,3.39,12,2,14,119240
2025-10-24,金,霜降,12,FLOW SEASON,3.17,3.86,4.00,3.39,7,7,14,155270
2025-10-25,土,霜降,12,FLOW SEASON,3.17,3.86,5.00,3.39,1,10,11,140110
2025-10-26,日,霜降,12,FLOW SEASON,3.17,3.86,4.00,3.39,12,7,19,201190
2025-10-27,月,霜降,12,FLOW SEASON,3.17,3.86,2.00,3.39,2,4,6,47470
2025-10-28,火,霜降,12,FLOW SEASON,3.17,3.86,2.00,3.39,13,5,18,195670
2025-10-29,水,霜降,12,FLOW SEASON,3.17,3.86,2.00,3.39,10,2,12,136180
2025-10-30,木,霜降,12,FLOW SEASON,3.17,3.86,3.00,3.39,17,0,17,156530
2025-10-31,金,霜降,12,FLOW SEASON,3.17,3.86,4.00,3.39,8,2,10,123390
2025-11-01,土,霜降,12,FLOW SEASON,3.17,3.42,5.00,3.39,6,15,21,367510
2025-11-02,日,霜降,12,FLOW SEASON,3.17,3.42,4.00,3.39,9,7,16,186450
2025-11-03,月,霜降,12,FLOW SEASON,3.17,3.42,2.00,3.39,9,8,17,263340
2025-11-04,火,霜降,12,FLOW SEASON,3.17,3.42,2.00,3.39,20,8,28,390000
2025-11-05,水,霜降,12,FLOW SEASON,3.17,3.42,2.00,3.39,2,6,8,162140
2025-11-06,木,霜降,12,FLOW SEASON,3.17,3.42,3.00,3.39,5,0,5,33880
2025-11-07,金,立冬,15,FLOW SEASON,2.67,3.42,4.00,3.33,2,9,11,139920
2025-11-08,土,立冬,15,FLOW SEASON,2.67,3.42,5.00,3.33,17,8,25,315120
2025-11-09,日,立冬,15,FLOW SEASON,2.67,3.42,4.00,3.33,16,0,16,155540
2025-11-10,月,立冬,15,FLOW SEASON,2.67,3.42,2.00,3.33,4,4,8,144430
2025-11-11,火,立冬,15,FLOW SEASON,2.67,3.42,2.00,3.33,9,0,9,72160
2025-11-12,水,立冬,15,FLOW SEASON,2.67,3.42,2.00,3.33,7,9,16,220070
2025-11-13,木,立冬,15,FLOW SEASON,2.67,3.42,3.00,3.33,4,2,6,105600
2025-11-14,金,立冬,15,FLOW SEASON,2.67,3.42,4.00,3.33,11,3,14,129470
2025-11-15,土,立冬,15,FLOW SEASON,2.67,3.42,5.00,3.33,10,3,13,160490
2025-11-16,日,立冬,15,FLOW SEASON,2.67,3.42,4.00,3.33,9,9,18,240020
2025-11-17,月,立冬,15,FLOW SEASON,2.67,3.42,2.00,3.33,5,23,28,386520
2025-11-18,火,立冬,15,FLOW SEASON,2.67,3.42,2.00,3.33,11,2,13,117700
2025-11-19,水,立冬,15,FLOW SEASON,2.67,3.42,2.00,3.33,10,0,10,64350
2025-11-20,木,立冬,15,FLOW SEASON,2.67,3.42,3.00,3.33,6,5,11,166760
2025-11-21,金,立冬,15,FLOW SEASON,2.67,3.42,4.00,3.33,4,19,23,301560
2025-11-22,土,小雪,4,TOP SEASON,4.50,3.42,5.00,4.18,15,17,32,504380
2025-11-23,日,小雪,4,TOP SEASON,4.50,3.42,4.00,4.18,24,6,30,506990
2025-11-24,月,小雪,4,TOP SEASON,4.50,3.42,2.00,4.18,18,7,25,318170
2025-11-25,火,小雪,4,TOP SEASON,4.50,3.42,2.00,4.18,18,24,42,466320
2025-11-26,水,小雪,4,TOP SEASON,4.50,3.42,2.00,4.18,14,6,20,188730
2025-11-27,木,小雪,4,TOP SEASON,4.50,3.42,3.00,4.18,6,0,6,54010
2025-11-28,金,小雪,4,TOP SEASON,4.50,3.42,4.00,4.18,9,10,19,176600
