date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,l_room_fee,l_flower,d_room_fee,d_flower,event_count,event_food,event_drink,event_room_fee,event_flower,event_total,grand_total
2024-08-11,日,8,28,5728,656,196670,6,12,9166,2548,154640,0,0,0,0,0,0,0,0,0,0,0
2024-08-12,月,8,27,5566,619,183740,8,30,10733,3604,473155,0,0,0,0,0,0,0,0,0,0,0
2024-08-13,火,8,24,4800,489,139630,9,27,10851,2207,387860,0,0,0,0,0,0,0,0,0,0,0
2024-08-14,水,1,4,3500,0,15400,4,9,11222,1755,128480,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,木,7,28,5792,855,204775,4,9,9055,1216,101695,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-17,土,3,50,9150,4909,773300,2,104,8072,2674,1229500,0,0,0,0,0,0,0,0,0,0,0
2024-08-18,日,0,0,0,0,0,5,15,7900,2246,167420,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,月,0,0,0,0,0,1,89,11246,2727,1368000,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,火,10,29,4348,610,158180,4,8,12437,762,116160,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,木,0,0,0,0,0,2,76,6058,2511,716500,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,金,5,19,5489,1194,139700,1,17,14545,3636,340000,0,0,0,0,0,0,0,0,0,0,0
2024-08-24,土,9,28,4600,658,161975,7,21,8309,2144,241485,0,0,0,0,0,0,0,0,0,0,0
2024-08-25,日,3,36,4175,1658,231010,6,17,9911,1838,219725,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-27,火,2,59,3081,1925,324950,3,38,6058,2511,358250,0,0,0,0,0,0,0,0,0,0,0
2024-08-28,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29,木,2,27,5813,1410,214555,2,5,8618,2606,61735,0,0,0,0,0,0,0,0,0,0,0
2024-08-30,金,1,50,6500,2590,500000,4,19,7624,2810,218090,0,0,0,0,0,0,0,0,0,0,0
2024-08-31,土,8,21,4957,835,133815,1,21,10909,2727,315000,0,0,0,0,0,0,0,0,0,0,0
2024-09-01,日,6,25,4720,964,156310,2,6,7659,3951,76630,0,0,0,0,0,0,0,0,0,0,0
2024-09-02,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-03,火,7,14,4100,975,78155,3,8,8750,3950,111760,0,0,0,0,0,0,0,0,0,0,0
2024-09-04,水,0,0,0,0,0,1,10,10000,3636,150000,0,0,0,0,0,0,0,0,0,0,0
2024-09-05,木,4,13,4607,803,77385,5,13,12860,4288,245220,0,0,0,0,0,0,0,0,0,0,0
2024-09-06,金,2,14,3285,864,63910,2,54,8724,2760,682250,0,0,0,0,0,0,0,0,0,0,0
2024-09-07,土,6,12,5200,866,80080,5,12,9766,1625,150370,0,0,0,0,0,0,0,0,0,0,0
2024-09-08,日,8,23,3921,789,119185,2,6,10150,2473,83314,0,11110,2981,11110,0,0,0,0,0,0,0
2024-09-09,月,6,23,4439,550,126225,4,11,8863,1668,127435,0,0,0,0,0,0,0,0,0,0,0
2024-09-10,火,2,15,4590,870,90095,2,35,9104,3023,466940,0,0,0,0,0,0,0,0,0,0,0
2024-09-11,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-12,木,6,17,4100,632,88495,1,19,11483,2870,300000,0,0,0,0,0,0,0,0,0,0,0
2024-09-13,金,4,11,5000,645,68310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-14,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,598750,0,0,0,0,0
2024-09-15,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,359000,0,0,0,0,0
2024-09-16,月,9,36,4388,762,203995,8,22,10363,3365,332255,0,0,0,0,0,0,0,0,0,0,0
2024-09-17,火,8,28,4161,729,150645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-18,水,0,0,0,0,0,2,61,10357,5946,1094000,0,0,0,0,0,0,0,0,0,0,0
2024-09-19,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,金,1,37,3181,1209,178710,4,13,11307,2065,191235,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,土,2,24,4700,972,149765,9,36,7819,1838,382470,0,0,0,0,0,0,0,0,0,0,0
2024-09-22,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,490000,0,0,0,0,0
2024-09-23,月,6,21,4619,645,121605,3,6,9166,1900,73040,0,0,0,0,0,0,0,0,0,0,0
2024-09-24,火,6,26,5484,998,185405,6,23,11000,2943,352770,0,0,0,0,0,0,0,0,0,0,0
2024-09-25,水,0,0,0,0,0,1,28,8181,2727,336000,0,0,0,0,0,0,0,0,0,0,0
2024-09-26,木,0,0,0,0,0,1,57,8181,2727,684000,0,0,0,0,0,0,0,0,0,0,0
2024-09-27,金,3,23,3055,1091,104925,1,21,10909,2727,315000,0,0,0,0,0,0,0,0,0,0,0
2024-09-28,土,8,22,5340,806,148765,10,23,9841,2838,320804,0,9240,4961,9240,0,0,0,0,0,0,0
2024-09-29,日,9,27,4277,651,146410,3,6,8696,2183,71810,0,0,0,0,0,0,0,0,0,0,0
2024-09-30,月,7,25,4336,724,139150,6,13,10034,2459,178665,0,0,0,0,0,0,0,0,0,0,0
2024-10-01,火,6,12,4174,645,63625,4,8,10897,2600,118780,0,0,0,0,0,0,0,0,0,0,0
2024-10-02,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,木,8,19,4210,910,107020,3,7,10428,3021,103565,0,0,0,0,0,0,0,0,0,0,0
2024-10-04,金,6,17,4417,852,98560,1,17,8181,2727,204000,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,土,8,20,5450,1520,153340,6,26,9237,2297,329910,0,0,0,0,0,0,0,0,0,0,0
2024-10-06,日,8,35,5055,902,229400,6,28,8480,1973,321985,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,月,1,28,3446,2841,193655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-08,火,9,22,4563,329,118415,2,3,13030,2483,51195,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,水,0,0,0,0,0,1,46,9090,2727,598000,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,木,7,16,4161,603,83865,2,44,11193,2727,673750,0,0,0,0,0,0,0,0,0,0,0
2024-10-11,金,8,31,4438,367,163900,6,15,8926,2373,186450,0,0,0,1540,0,0,0,0,0,0,0
2024-10-12,土,6,20,5654,905,144310,9,28,10267,2569,395395,0,0,0,0,0,0,0,0,0,0,0
2024-10-13,日,0,0,0,0,0,1,107,4545,242,563600,0,0,0,0,0,0,0,0,0,0,0
2024-10-14,月,10,25,5300,550,160875,6,16,8687,1237,174680,0,0,0,0,0,0,0,0,0,0,0
2024-10-15,火,4,11,4069,1204,63820,3,7,11668,1935,104755,0,0,0,0,0,0,0,0,0,0,0
2024-10-16,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17,木,6,35,4060,441,173305,5,10,8110,1000,100210,0,0,0,0,0,0,0,0,0,0,0
2024-10-18,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,79740,0,0,500000,0,0
2024-10-19,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,275000,0,0,500000,0,0
2024-10-20,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,217000,0,0,525000,0,0
2024-10-21,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200000,0,0
2024-10-22,火,8,25,4708,1378,167365,3,7,8642,4014,97460,0,0,0,0,0,0,0,0,0,0,0
2024-10-23,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,木,5,33,4136,619,172645,3,9,13000,7850,206415,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,金,4,23,3900,1193,128865,3,4,30954,9555,178245,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,土,3,7,3842,771,35530,5,13,11483,2309,197245,0,0,0,0,0,0,0,0,0,0,0
2024-10-27,日,2,29,3730,526,135800,1,4,6500,1087,33385,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,月,3,17,4492,1357,109395,3,8,11312,3112,126940,0,0,0,0,0,0,0,0,0,0,0
2024-10-29,火,8,17,4311,932,98065,3,6,9583,2133,77330,0,0,0,0,0,0,0,0,0,0,0
2024-10-30,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-31,木,8,32,3196,618,134300,1,2,13750,1425,33385,0,0,0,0,0,0,0,0,0,0,0
2024-11-01,金,5,21,4528,311,111815,6,17,10676,2500,246400,0,0,0,0,0,0,0,0,0,0,0
2024-11-02,土,7,20,4902,962,129025,8,25,8274,1977,281930,0,15070,0,15070,0,0,0,0,0,0,0
2024-11-03,日,6,19,4794,1118,123585,10,42,9448,2727,562500,0,0,0,0,0,0,0,0,0,0,0
2024-11-04,月,5,33,4825,1217,219355,4,12,7958,1170,120505,0,0,0,0,0,0,0,0,0,0,0
2024-11-05,火,4,9,5544,283,57695,1,2,12000,4500,36300,0,0,0,3190,0,0,0,0,0,0,0
2024-11-06,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07,木,6,15,4620,453,83710,2,52,8421,1437,563905,0,0,0,0,0,0,0,0,0,0,0
2024-11-08,金,6,14,4100,167,65725,1,2,12000,750,28050,0,0,0,0,0,0,0,0,0,0,0
2024-11-09,土,8,21,4871,778,130515,8,18,11772,2761,287760,0,0,0,0,0,0,0,0,0,0,0
2024-11-10,日,2,7,5585,2264,60445,1,42,6500,1005,346775,0,0,0,0,0,0,0,0,0,0,0
2024-11-11,月,1,13,9667,2958,180550,2,37,6608,1067,312400,0,0,0,0,0,0,0,0,0,0,0
2024-11-12,火,4,9,5666,894,64955,1,2,10250,1800,26510,0,0,0,0,0,0,0,0,0,0,0
2024-11-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-14,木,2,4,2800,462,14355,2,46,7149,1231,424075,0,0,0,0,0,0,0,0,0,0,0
2024-11-15,金,3,5,5420,510,32615,3,10,12220,1705,153175,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,土,6,16,4587,528,90035,1,47,5454,117,288050,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,日,5,13,6426,907,104880,1,39,6500,928,318670,0,0,0,0,0,0,0,0,0,0,0
2024-11-18,月,2,18,4737,840,110440,1,54,9368,2727,718500,0,0,0,0,0,0,0,0,0,0,0
2024-11-19,火,2,32,3451,1208,164040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-20,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-21,木,0,0,0,0,0,2,57,7737,1601,585565,0,0,0,0,0,0,0,0,0,0,0
2024-11-22,金,9,31,5419,814,212575,6,13,9730,1388,159005,0,0,0,0,0,0,0,0,0,0,0
2024-11-23,土,6,20,5644,1020,146620,9,28,8796,2206,338880,0,0,0,0,0,0,0,0,0,0,0
2024-11-24,日,0,0,0,0,0,1,62,219,1792,137233,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,月,4,8,5787,437,54780,2,5,12600,1480,77440,0,0,0,0,0,0,0,0,0,0,0
2024-11-26,火,5,11,5081,632,69140,1,32,6500,1142,269000,0,0,0,0,0,0,0,0,0,0,0
2024-11-27,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-28,木,7,22,5000,715,138325,2,28,7410,1685,280160,0,0,0,0,0,0,0,0,0,0,0
2024-11-29,金,5,16,5225,1309,115005,3,14,14506,7668,341495,0,0,0,0,0,0,0,0,0,0,0
2024-11-30,土,6,17,5617,1158,126720,7,19,10674,2038,265710,0,0,0,0,0,0,0,0,0,0,0
2024-12-01,日,7,24,8458,1483,262460,2,29,6775,1635,268320,0,0,0,0,0,0,0,0,0,0,0
2024-12-02,月,1,2,3500,325,8415,1,2,15000,3125,39875,0,0,0,0,0,0,0,0,0,0,0
2024-12-03,火,5,10,4580,595,56925,3,17,11647,764,232100,0,0,0,0,0,0,0,0,0,0,0
2024-12-04,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-05,木,4,9,6011,1583,75185,1,2,15000,1650,36630,0,0,0,0,0,0,0,0,0,0,0
2024-12-06,金,2,4,4700,487,22825,3,25,6876,3166,276185,0,0,0,0,0,0,0,0,0,0,0
2024-12-07,土,9,23,3952,839,121220,0,0,0,0,0,0,0,0,0,31,493070,0,0,0,0,0
2024-12-08,日,9,33,3966,1143,185515,8,26,8573,1571,290125,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,月,6,15,5060,1656,110825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-10,火,5,10,3980,615,50545,2,6,10516,3350,91520,0,1540,0,1540,0,0,0,0,0,0,0
2024-12-11,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-12,木,0,0,0,0,0,1,41,9312,2793,546000,0,0,0,0,0,0,0,0,0,0,0
2024-12-13,金,2,12,4700,2066,89320,2,5,8540,4940,74140,0,0,0,0,0,0,0,0,0,0,0
2024-12-14,土,9,22,5000,1065,146795,9,33,11359,2229,493265,0,0,0,0,0,0,0,0,0,0,0
2024-12-15,日,8,21,4509,990,127050,4,9,12555,3177,155760,0,0,0,0,0,0,0,0,0,0,0
2024-12-16,月,2,6,4500,1475,39435,2,4,12750,2562,67375,0,0,0,0,0,0,0,0,0,0,0
2024-12-17,火,5,11,5518,1363,83270,4,14,8422,5379,212550,0,0,0,0,0,0,0,0,0,0,0
2024-12-18,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-19,木,4,8,6125,562,58850,2,5,12381,2176,80070,0,0,0,0,0,0,0,0,0,0,0
2024-12-20,金,9,20,4670,792,120175,8,16,13343,3390,294525,0,0,0,0,0,0,0,0,0,0,0
2024-12-21,土,7,16,6500,2000,149600,13,26,15134,3109,521785,0,0,0,0,0,0,0,0,0,0,0
2024-12-22,日,10,23,6652,1486,205920,12,28,15000,2196,529650,0,0,0,0,0,0,0,0,0,0,0
2024-12-23,月,8,22,6590,881,180840,11,24,14886,3197,477425,0,0,0,0,0,0,0,0,0,0,0
2024-12-24,火,9,19,6500,863,153890,12,29,15000,20005,1116665,0,0,0,0,0,0,0,0,0,0,0
2024-12-25,水,7,14,6500,767,111925,12,28,13928,1753,483010,0,0,0,0,0,0,0,0,0,0,0
2024-12-26,木,8,18,6500,991,148335,9,19,14405,2489,353100,0,0,0,0,0,0,0,0,0,0,0
2024-12-27,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-28,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-29,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-30,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1708000,0
2025-01-01,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-04,土,9,30,5906,1070,230230,9,29,10344,4417,470910,0,0,0,0,0,0,0,0,0,0,0
2025-01-05,日,5,17,4805,811,105050,2,5,11300,2310,74855,0,0,0,0,0,0,0,0,0,0,0
2025-01-06,月,5,10,4500,770,57970,6,28,11814,3851,482520,0,0,0,6160,0,0,0,0,0,0,0
2025-01-07,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,木,1,1,3500,700,4620,1,6,10500,883,75130,0,0,0,0,0,0,0,0,0,0,0
2025-01-10,金,5,18,5400,669,120175,2,4,13500,2637,71005,0,0,0,0,0,0,0,0,0,0,0
2025-01-11,土,5,15,5620,366,98780,9,22,9727,2368,292710,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,日,7,27,3925,679,136785,4,9,9388,2711,119790,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,月,0,0,0,0,0,2,8,14250,4093,161425,0,0,0,0,46,196250,30000,0,0,0,0
2025-01-14,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-15,水,1,60,6500,2590,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-16,木,3,8,4075,925,44000,1,2,13750,10750,53900,0,0,0,0,0,0,0,0,0,0,0
2025-01-17,金,3,7,3014,692,28545,6,21,10744,2287,301045,0,0,0,0,0,0,0,0,0,0,0
2025-01-18,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,249000,0,0,0,0,0
2025-01-19,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,264600,9900,0,0,0,0
2025-01-20,月,6,14,4814,485,81620,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0
2025-01-21,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-22,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-23,木,1,36,4439,1980,254210,4,18,12972,6097,377575,0,0,0,0,0,0,0,0,0,0,0
2025-01-24,金,4,15,5140,1080,102630,5,16,12093,2719,260720,0,0,0,0,0,0,0,0,0,0,0
2025-01-25,土,6,17,5194,1924,133120,5,12,9458,2533,158290,0,0,0,0,0,0,0,0,0,0,0
2025-01-26,日,3,10,4220,2900,78320,7,18,10566,2091,250635,0,7920,0,7920,0,0,0,0,0,0,0
2025-01-27,月,4,12,5958,833,89650,3,6,13000,1200,93720,0,0,0,0,0,0,0,0,0,0,0
2025-01-28,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-29,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-30,木,7,14,4885,475,82555,2,4,12125,2300,63470,0,0,0,0,0,0,0,0,0,0,0
2025-01-31,金,1,29,4410,794,166045,4,15,11745,2299,231745,0,0,0,0,0,0,0,0,0,0,0
2025-02-01,土,2,41,4556,818,242400,5,12,10958,2587,178805,0,0,0,0,0,0,0,0,0,0,0
2025-02-02,日,6,18,4711,261,98450,6,17,10147,2470,235950,0,0,0,0,0,0,0,0,0,0,0
2025-02-03,月,5,11,2890,395,39765,3,6,11916,1966,91630,0,0,0,0,0,0,0,0,0,0,0
2025-02-04,火,3,30,5372,1445,225005,1,31,6580,1214,265820,0,0,0,0,0,0,0,0,0,0,0
2025-02-05,水,6,12,4700,1012,75405,3,7,11457,4092,119735,0,0,0,0,0,0,0,0,0,0,0
2025-02-06,木,4,31,3431,569,136455,1,37,6500,1613,330210,0,0,0,0,0,0,0,0,0,0,0
2025-02-07,金,2,30,4606,848,180015,7,21,9690,2888,290565,0,0,0,0,0,0,0,0,0,0,0
2025-02-08,土,6,34,4856,1522,238600,9,18,9826,1955,233290,0,0,0,0,0,0,0,0,0,0,0
2025-02-09,日,1,56,4642,4379,555760,6,12,9016,1216,135080,0,0,0,0,0,0,0,0,0,0,0
2025-02-10,月,6,23,5113,765,148720,3,9,10833,1627,123365,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,火,9,21,4309,1504,134310,8,16,10462,2943,235950,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13,木,4,8,4775,462,46090,4,10,11700,1860,149160,0,0,0,0,0,0,0,0,0,0,0
2025-02-14,金,4,24,6112,921,185680,11,27,7242,2968,303281,0,1584,0,1584,0,0,0,0,0,0,0
2025-02-15,土,0,0,0,0,0,1,6,13939,2727,110000,0,0,0,0,24,237000,0,0,0,0,0
2025-02-16,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,252000,0,0,0,0,0
2025-02-17,月,3,10,4460,255,51865,4,13,9576,4065,195085,0,0,0,0,0,0,0,0,0,0,0
2025-02-18,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-19,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-20,木,4,10,3900,500,48400,2,7,7571,907,65285,0,0,0,6160,0,0,0,0,0,0,0
2025-02-21,金,5,13,4607,1088,81455,4,7,10785,3492,109945,0,0,0,0,0,0,0,0,0,0,0
2025-02-22,土,7,20,4520,430,108900,5,19,10916,2168,273470,0,0,0,0,0,0,0,0,0,0,0
2025-02-23,日,7,19,4794,497,110605,8,26,10240,2096,352835,0,0,0,0,0,0,0,0,0,0,0
2025-02-24,月,5,13,4423,546,71060,2,4,12625,5175,78320,0,0,0,0,0,0,0,0,0,0,0
2025-02-25,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-27,木,2,5,2820,600,18810,1,2,13750,3950,38940,0,0,0,0,0,0,0,0,0,0,0
2025-02-28,金,6,16,4887,625,97020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-01,土,6,16,4785,773,97840,8,25,7540,1574,250635,0,0,0,0,0,0,0,0,0,0,0
2025-03-02,日,8,21,4113,804,113610,3,6,8783,450,60940,0,0,0,0,0,0,0,0,0,0,0
2025-03-03,月,6,17,9088,2941,224950,2,4,9500,962,46035,0,0,0,0,0,0,0,0,0,0,0
2025-03-04,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-05,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-06,木,1,3,2800,0,9240,1,2,15000,2150,37730,0,0,0,0,0,0,0,0,0,0,0
2025-03-07,金,3,7,5985,835,52525,2,6,12583,2358,98615,0,0,0,0,0,0,0,0,0,0,0
2025-03-08,土,6,17,4841,979,108845,4,9,10000,1788,116710,0,0,0,0,0,0,0,0,0,0,0
2025-03-09,日,1,35,3614,2084,219395,4,9,12500,1438,137995,0,0,0,0,0,0,0,0,0,0,0
2025-03-10,月,6,15,4473,939,89325,3,9,9055,3061,119955,0,0,0,0,0,0,0,0,0,0,0
2025-03-11,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-13,木,4,11,4045,718,57640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-14,金,5,18,4817,652,108310,4,10,11949,2255,156245,0,0,0,0,0,0,0,0,0,0,0
2025-03-15,土,4,13,9453,2076,164890,5,16,13755,2176,280410,0,0,0,0,0,0,0,0,0,0,0
2025-03-16,日,6,18,4566,811,106480,7,29,11681,2473,451540,0,0,0,0,0,0,0,0,0,0,0
2025-03-17,月,6,17,4523,870,100870,3,11,10409,6045,199100,0,0,0,0,0,0,0,0,0,0,0
2025-03-18,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-19,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-20,木,5,13,4761,346,73040,9,20,8954,4489,295760,0,3000,3000,3000,0,0,0,0,0,0,0
2025-03-21,金,7,10,9130,1060,112090,2,23,6600,2603,232860,0,0,0,2310,0,0,0,0,0,0,0
2025-03-22,土,9,27,5914,1433,218240,8,23,11326,3393,372405,0,0,0,0,0,0,0,0,0,0,0
2025-03-23,日,7,29,5606,913,208010,4,11,8681,2409,134200,0,0,0,0,0,0,0,0,0,0,0
2025-03-24,月,5,16,5375,1168,115170,4,12,10625,2625,174900,0,0,0,0,0,0,0,0,0,0,0
2025-03-25,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-26,水,0,0,0,0,0,1,11,18181,9090,330000,0,0,0,0,0,0,0,0,0,0,0
2025-03-27,木,4,15,4300,473,78760,2,8,9687,1993,102795,0,0,0,0,0,0,0,0,0,0,0
2025-03-28,金,5,11,4154,236,53130,4,10,11400,2384,151630,0,0,0,0,0,0,0,0,0,0,0
2025-03-29,土,9,19,7242,1100,174350,10,21,11119,3511,337975,0,0,0,0,0,0,0,0,0,0,0
2025-03-30,日,1,22,5300,2964,200000,4,9,9777,2166,118250,0,0,0,0,0,0,0,0,0,0,0
2025-03-31,月,4,8,4637,837,48180,1,2,12000,1400,29480,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,火,3,8,4625,1575,54560,4,9,10000,5419,152650,0,0,0,0,0,0,0,0,0,0,0
2025-04-02,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04,金,4,15,5180,753,97900,3,9,11222,1433,125290,0,0,0,0,0,0,0,0,0,0,0
2025-04-05,土,7,21,5509,1642,165220,1,26,6692,980,219450,0,0,0,0,0,0,0,0,0,0,0
2025-04-06,日,7,21,4347,680,116160,6,17,10823,1817,236390,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,月,2,7,4014,442,34320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-08,火,2,4,1750,175,8470,3,7,8068,2216,79200,0,0,0,0,0,0,0,0,0,0,0
2025-04-09,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-10,木,2,6,3900,483,28930,2,4,9500,1554,48640,0,0,0,0,0,0,0,0,0,0,0
2025-04-11,金,2,4,5000,400,23760,3,10,10245,2426,139390,0,0,0,0,0,0,0,0,0,0,0
2025-04-12,土,2,14,10571,3064,210000,10,33,9026,4737,499620,0,0,0,0,0,0,0,0,0,0,0
2025-04-13,日,4,11,5627,654,76010,1,4,12000,900,56760,0,0,0,0,0,0,0,0,0,0,0
2025-04-14,月,8,30,4340,1643,197450,1,7,6500,1185,59180,0,0,0,0,0,0,0,0,0,0,0
2025-04-15,火,2,4,5000,1100,26840,1,24,6812,429,191180,0,0,0,0,0,0,0,0,0,0,0
2025-04-16,水,0,0,0,0,0,1,22,6840,704,182600,0,0,0,0,0,0,0,0,0,0,0
2025-04-17,木,3,9,4949,700,55930,3,10,12190,5298,192380,0,0,0,0,0,0,0,0,0,0,0
2025-04-18,金,3,10,4940,1120,66660,4,14,10740,3606,220940,0,0,0,0,0,0,0,0,0,0,0
2025-04-19,土,1,38,4377,2090,270400,1,25,6800,612,203830,0,0,0,0,0,0,0,0,0,0,0
