date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,l_room_fee,l_flower,d_room_fee,d_flower,event_count,event_food,event_drink,event_room_fee,event_flower,event_total,grand_total
2025-12-27,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-28,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-29,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-31,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,1706000,0
2026-01-01,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-02,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-03,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-04,日,7,17,5123,1517,124190,4,14,10292,4081,221360,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,月,2,8,5000,425,47740,3,8,10687,2650,117370,0,0,0,0,0,0,0,0,0,0,0
2026-01-06,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-07,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-08,木,4,9,4966,888,57970,2,6,10166,2016,80410,0,0,0,0,0,0,0,0,0,0,0
2026-01-09,金,2,5,3980,780,26180,5,16,9471,3393,226420,0,0,0,0,0,0,0,0,0,0,0
2026-01-10,土,2,5,5940,560,35750,4,10,9150,720,108570,0,0,0,0,0,0,0,0,0,0,0
2026-01-11,日,4,13,4753,7610,176810,2,4,14772,2318,75200,0,0,0,0,0,0,0,0,0,0,0
2026-01-12,月,2,39,3876,2635,279350,2,4,9250,1525,47410,0,0,0,0,0,0,0,0,0,0,0
2026-01-13,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-14,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-15,木,1,2,6500,800,16060,1,2,10500,700,24640,0,0,0,0,0,0,0,0,0,0,0
2026-01-16,金,4,11,4590,390,60280,3,9,12166,4766,167640,0,0,0,0,0,0,0,0,0,0,0
2026-01-17,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,320000,0,0,0,0,0
2026-01-18,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,214500,6600,0,33000,0,0
2026-01-19,月,3,27,3859,85,117170,5,12,9375,2970,162960,0,0,0,0,0,0,0,0,0,0,0
2026-01-20,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-22,木,5,10,4220,1570,63690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23,金,3,9,4166,1422,55330,3,10,14100,3300,191400,0,0,0,0,0,0,0,0,0,0,0
2026-01-24,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,320000,0,0,0,0,0
2026-01-25,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,245500,0,0,0,0,0
2026-01-26,月,4,23,3837,373,106560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-27,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-28,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-29,木,3,16,4363,456,84830,3,6,13000,1316,94490,0,0,0,0,0,0,0,0,0,0,0
2026-01-30,金,2,3,4300,700,16500,1,2,10500,2150,27830,0,0,0,0,0,0,0,0,0,0,0
2026-01-31,土,3,41,4143,1239,242790,4,14,10178,1157,174570,0,0,0,0,0,0,0,0,0,0,0
